TABLE_NAME,COLUMN_NAME,DATA_TYPE,IS_NULLABLE,COLUMN_KEY
user_program,order_index,int,NO,
user_program,open_dt,datetime,YES,
user_program,close_dt,datetime,YES,
user_role,id,int,NO,PRI
user_role,user_id,int,YES,MUL
user_role,role,varchar,NO,
user_role,created_at,datetime,NO,
user_role,updated_at,datetime,NO,
user_setting,id,int,NO,PRI
user_setting,user_id,int,YES,MUL
user_setting,settings,json,YES,
user_setting,created_at,datetime,NO,
user_setting,updated_at,datetime,NO,
user_skill,id,int,NO,PRI
user_skill,user_id,int,YES,MUL
user_skill,skill,json,NO,
user_skill,create_dt,datetime,NO,
user_skill,update_dt,datetime,NO,
user_survey,id,int,NO,PRI
user_survey,user_id,int,YES,
user_survey,lecture_id,int,YES,
user_survey,survey_data,json,YES,
user_survey,create_dt,datetime,YES,
user_tutorial_status,id,bigint,NO,PRI
user_tutorial_status,user_id,int,NO,UNI
user_tutorial_status,tutorial_attempts,int,NO,
user_tutorial_status,tutorial_used,int,NO,
user_tutorial_status,create_dt,datetime,YES,
user_tutorial_status,update_dt,datetime,YES,
